,id,sighting_date,species,number,latitude,longitude,comments,image_url,sighting_date_datetime,year,month,month_name,week_num
136193,1506453277,2017-09-24,Monarch Fall Roost,90,39.099,-96.612,"They were hanging out near the creek bottoms Konza Prairie is 8,600 acres with bisecting gravel roads. I took one of my program volunteers for a ride on the gravel roads aboard a Kubota ATV on Sunday, Sept. 24th to see the butterflies.  We saw upwards to 50 Monarchs at the bottoms of the hills near the creek (Kings Creek) and another scattered 20 - 30 in other low-lying places of the prairie.  There were others - perhaps 5 - 10 - flying in the upland areas but far more in the lowlands and out of the wind.  It was 10:30 am.  The monarchs were roosting, not nectaring.  Weather conditions were 75 deg. F, slight breeze, scattered clouds - a very pleasant day.  ",,2017-09-24,2017,9,September,38
136204,1506453293,2017-09-27,Monarch PEAK Migration,2200,43.696,-79.254,2200 monarchs seen at the Rosetta McClain hawkwatch today.  A constant stream through the park! ,https://journeynorth.org/jnorth/images/userfiles2017/09/1506453293.jpg,2017-09-27,2017,9,September,39
136241,1506453340,2017-09-28,Monarch PEAK Migration,316,44.644,-83.298,"The peak continued into the second day. The migration today started out well, but the wind turned from the NNW to the SSE at 3PM. Temperature started at 63F., and topped out at 64F. under cloudy skies. Here is the hour by hour count:10-11 AM -    811-12 PM -   8412-1  PM -  1201-2   PM -   562-3   PM -   333-4   PM -   114-5   PM -    4Total:      316Yesterday:  813Total:    1,129Note: This was the latest September peak migration since record keeping began in 2010.   ",,2017-09-28,2017,9,September,39
136262,1506453378,2017-09-28,Monarch PEAK Migration,125,35.527,-83.829,"We tagged and OE tested 118.  Many more sighted.  Flying low and slow, nectaring.  10 had damaged wings (bird on at least 3).  Good luck friends!!I'm part of a team of citizen science volunteers.  We call ourselves the ""Monarch Monsters"".   We all volunteer with the Great Smoky Mountains Institute of Tremont.   Our ""job"" is to lead groups of visitors into the national park, 18-25 people at a time. We OE test and tag monarch butterflies and identify other species  of butterflies found in the park.I believe we counted 12 painted ladies.  They are definitely flying through.  ",,2017-09-28,2017,9,September,39
136264,1506453380,2017-09-24,Monarch PEAK Migration,50,42.708,-70.776,Many Many Monarchs and painted ladies at the southern end of Plum island. Photographers out trying to catch them in flight.,https://journeynorth.org/jnorth/images/userfiles2017/09/1506453380.jpg,2017-09-24,2017,9,September,38
136278,1506453400,2017-09-28,Monarch PEAK Migration,68,42.663,-81.17,"68 Monarchs sighted by hawk counters at Hawk Cliff, just east of Port Stanley, Ontario.",,2017-09-28,2017,9,September,39
136306,1506453440,2017-09-24,Monarch PEAK Migration,60,43.323,-79.822,Saw more than 60 flying overhead in my garden between 10am and 11am.,,2017-09-24,2017,9,September,38
136310,1506453444,2017-09-24,Monarch PEAK Migration,16,43.316,-79.802,From hospital room saw 16 flying along lake (between 12.00 and 1.00pm ),,2017-09-24,2017,9,September,38
136315,1506453449,2017-09-23,Monarch PEAK Migration,1000,43.448,-79.671,"Saturday (23rd) was the peak migration. I counted over 1,000 monarchs headed east in the afternoon in 2 hours. I counted close to 100 on Sunday the 24th in the morning too. I did see more migrating on Wednesday in Mississauga as well, Counting 32 in about half an hour Wednesday (27th) at 10am in Streetsville.  I have seen a few more today in Oakville. Amazing to see so many this year. Numbers started out low in may/June but by late July I was seeing 5-10 every day in the Oakville-Mississauga area. I also saw consistent numbers 10-40 per drive north to the Collingwood area in late July through August. John Kendell",,2017-09-23,2017,9,September,38
136317,1506453451,2017-09-28,Monarch PEAK Migration,105,38.395,-98.68,"All seen nectaring; 100 of them in alfalfa fields; light wind; temps in high 60s-70 degrees. Very little wild flowers left for nectar; goldenrod and sunflowers are mostly done blooming. Heath aster is still blooming and is being utilized by monarchs and several other butterfly species. Very few ""plump"" monarchs.",,2017-09-28,2017,9,September,39
136323,1506453457,2017-09-28,Monarch Fall Roost,1500,41.912,-82.509,"Another amazing evening with 1500 or so Monarchs at the Tip at Point Pelee National Park.Three main roosting areas; from West path looking to interior (same location as last evening) a few different areas on East side on grapevine &amp; in Hackberry trees , &amp; tall Hackberry Tree near Dangerous Current sign.The Monarchs began establishing their evening clusters before 5:30 pm &amp; settled into their roosts 6:30/7 pm. Mostly sunny day with moderate to strong gusty NW wind &amp; 17&deg;c going down tonight to 11&deg;c. ",https://journeynorth.org/jnorth/images/userfiles2017/09/1506453457.jpg,2017-09-28,2017,9,September,39
136329,1506453463,2017-09-28,Monarch Fall Roost,12,41.499,-81.714,"Sighted 12 adult Monarch butterflies roosting high in a small grove of Cottonwood trees growing along Lake Erie at the East end of Wendy Park, Cleveland OH. Time 7:00pm; temperature 63 degrees F; Winds were brisk from the North; partly cloudy. The temperature has finally dropped after a record breaking warm September. We're hoping we might see some Monarchs from the group sighted 9/27 migrating West along Lake Ontario in the near future.  ",https://journeynorth.org/jnorth/images/userfiles2017/09/1506453463.jpg,2017-09-28,2017,9,September,39
136350,1506453490,2017-09-28,Monarch Fall Roost,200,38.328,-75.09,"At noon there were 2 Monarchs, by 6PM there were 200+ and many were settling in for the night.  This has been a roosting area every year.  Hoping the weather cooperates so these guys all make it to Mexico!",https://journeynorth.org/jnorth/images/userfiles2017/09/1506453490.jpg,2017-09-28,2017,9,September,39
136355,1506453498,2017-09-28,Monarch PEAK Migration,1,40.854,-72.393,"I observed Monarchs at the edge of a very rough Atlantic surf, almost risking their lives to get something in the sand right at the water's edge in a very rough under toe..Many nearly got creamed! I have never seen this behavior, and never seen so many Monarchs right at the ocean's edge",https://journeynorth.org/jnorth/images/userfiles2017/09/1506453498.jpg,2017-09-28,2017,9,September,39
136405,1506453574,2017-09-24,Monarch Fall Roost,200,42.156,-82.484,Sept 25th found approximately  200 monarchs roosting in a maple tree at my neighbors in wheatley ontario,,2017-09-24,2017,9,September,38
136408,1506453579,2017-09-25,Monarch Fall Roost,30,39.943,-88.455,"30 on the 25th, only 10 on the 26th and 8 on the 27th.  Not sure if I missed a larger roost, if they are just not choosing our property this year, or if the numbers are down.  Disappointing since last year at this time we had a roost of over 1000!  Will keep hoping/watching for more.",,2017-09-25,2017,9,September,39
136410,1506453586,2017-09-28,Monarch PEAK Migration,50,39.573,-74.232,Yesterday and today I've seen 50+ migrating Monarchs.,,2017-09-28,2017,9,September,39
136424,1506453603,2017-09-29,Monarch PEAK Migration,48,39.34,-74.477,"Rode my bicycle on the Boardwalk this morning, 2.5 miles from Albany Ave in Atlantic City to Fredericksburg Ave Ventnor.  Counted 48 Monarchs, appear to be coming off the Atlantic Ocean. In addition at my home on Surrey Ave, We have Monarchs all day feeding on the nectar from the berry flowers. All day long between 15 to 30 Monarchs stop to feed.   ",https://journeynorth.org/jnorth/images/userfiles2017/09/1506453603.jpg,2017-09-29,2017,9,September,39
136433,1506453617,2017-09-29,Monarch PEAK Migration,50,36.621,-93.216,Monarchs flying southwest over Tablerock Lake at Paradise Point Resort. a monarch about every 30 seconds for 2-3 minutes...steady.,,2017-09-29,2017,9,September,39
136455,1506710917,2017-09-28,Monarch PEAK Migration,50,39.177,-96.596,"A friend who tags monarchs saw 50 Monarch butterflies on a tall flowering aster plant near Sunset Zoo. Temps in the low 70's light south breeze.We've had thousands of Painted Ladies in the area. I saw a dark blue car in a parking lot with its front covered in orange splats. Upon getting closer, I saw wings of the painted ladies.",,2017-09-28,2017,9,September,39
136462,1506710929,2017-09-29,Monarch PEAK Migration,120,40.885,-72.395,"congregating on the goldenrod- all along Dune Road, Meadow Lane Southampton NY ",,2017-09-29,2017,9,September,39
136474,1506714913,2017-09-29,Monarch PEAK Migration,100,38.937,-74.965,"What a great day for monarchs in Cape May. Dropping out of the sky from the north all day. Most that I've seen are in great shape. In my garden, nectaring, down at the Point just found a roost (3:50 pm) starting to build in clusters of 6-8 on pines (Lincoln and Cape). See pic. ",https://journeynorth.org/jnorth/images/userfiles2017/09/1506714913.jpg,2017-09-29,2017,9,September,39
136487,1506714927,2017-09-29,Monarch PEAK Migration,65,39.764,-74.105,65  monarchs were seen today in only 1 and 1/2 hours. They were constantly flying over the inlet from Island beach to the lighthouse area,,2017-09-29,2017,9,September,39
136489,1506714929,2017-09-28,Monarch PEAK Migration,62,39.758,-74.106,62 monarchs were seen while walking through the dunes of the lighthouse along with a drive down Central Ave.Our total time for the count was about 4 hours. The wind then was definitely from the east because of the hurricane.,https://journeynorth.org/jnorth/images/userfiles2017/09/1506714929.jpg,2017-09-28,2017,9,September,39
136521,1506714980,2017-09-24,Monarch PEAK Migration,10,44.336,-68.062,"On the road through Maine on Route 2 going towards NH, I noticed at least 6 more monarchs flying overhead.",https://journeynorth.org/jnorth/images/userfiles2017/09/1506714980.jpg,2017-09-24,2017,9,September,38
136524,1506714985,2017-09-29,Monarch PEAK Migration,200,35.332,-82.816,"HOORAY! The Monarchs have arrived on the Blue Ridge Parkway in Western North Carolina! We had been surveying the parkway since September 23,2017 with 2 spotted on the 24th and 2 on the 25th. Last year thousands of Monarchs showed up on Sept 25th and stayed several days at Caney Fork. This year it has been unseasonably warm with little rain. Today we started seeing Monarchs along the parkway after passing the Pisgah Inn. By the time we reached Pounding Mill Overlook mile marker 413 at 3pm we counted 100+ Monarchs in 1 hr and tagged 20. When it started to cloud up and drizzle we drove to Caney Fork mile marker 428 where we only saw one Monarch. On our way back down the mountain we stopped at Cherry Cove mile marker 415 since the rain had let up. We counted 88 Monarchs in 20 minutes flying over head but they were too high to tag.The temperature started at 66F at 3pm and dropped to 59 by 530pm. The winds were 6mph from the north. ",https://journeynorth.org/jnorth/images/userfiles2017/09/1506714985.jpg,2017-09-29,2017,9,September,39
136528,1506731762,2017-09-29,Monarch Fall Roost,250,34.662,-99.286,"I found these on the same trees two years ago on the exact same date.  There appear to be more of them this year.  They were spread out on about 6 different trees that are clustered together.  Wind was S6. Time was about 5:30 p.m. and more butterflies were still coming in.  I walked to another location about a half mile away where I had also discovered butterflies roosting 2 years ago.  There were only about 20 there, but it was still early and they were still finding places to land.",https://journeynorth.org/jnorth/images/userfiles2017/09/1506731762.jpg,2017-09-29,2017,9,September,39
136547,1506731784,2017-09-29,Monarch PEAK Migration,50,43.915,-69.256,"Dozens of monarchs flew in from the offshore islands during the afternoon.  Upon making shore, the fed on asters and goldenrod and rested in the spruce trees at Marshall Point Light.  The numbers seem to be increasing each day.It is difficult to give an accurate estimate of the total number that came through.  In the hour that I was there (12 to1 PM) there was a significant swarm of as many as 50 in sight at any one time.  Our visitors log from the previous day noted in several places that there were ""many butterflies"".  I was unable to get there today (9/30) so I don't know if it is still happening.  I'll try and have a look again and I'll check with the volunteers from today and see what I can learn. During my observation time the wind was NW 10 gusting 15.  Sky was clear and the temp was in the low 70's.  Pretty nice day. This was a crosswind for the monarchs.  The most distant island from which they appeared to be flying was Monhegan about 11 miles off the mainland.  There are several islands on the way from there that have flowers in abundance at this time of the year so I'm not sure how far they flew between refueling stops.  I'm not sure if they spent the night, however, in past years they did. This has been an annual occurance except for last fall when very few showed up.  This year we have had 2 or three a day for the past couple of weeks feeding on our verbena and wild asters in our back yard.  (we live 6 miles from the lighthouse on the shore of Penobscot Bay)",,2017-09-29,2017,9,September,39
136553,1506731790,2017-09-29,Monarch Fall Roost,2600,41.912,-82.509,"Our 3rd evening in a row for roosts with 2600  the count tonight for Monarchs roosting at the Tip at Point Pelee National Park.4 main locations with additional singles &amp; doubles here &amp; there. Large roost the same as two previous evenings seen from West path looking to interior; another large roost gracing the tips of a tall Hackberry Tree (same tree annually) seen looking in, near Dangerous Currents sign; another roost on East side and a smaller roost north of path near same sign.Strong NW winds kept the monarchs in shelter another day. 17&deg;c upon arrival at 5:30pm &amp; 14&deg; at 8 pm. Temp dropping to 8&deg; overnight. High of 17&deg; tomorrow with N wind/partly cloudy in am &amp; NE/Sunny in pm. Videos &amp; many more photos here-https://www.facebook.com/PeleeParadiseSanctuaryMonarchWaystation10275/",https://journeynorth.org/jnorth/images/userfiles2017/09/1506731790.jpg,2017-09-29,2017,9,September,39
136560,1506731798,2017-09-25,Monarch Fall Roost,800,45.018,-90.586,"Literally hundreds, perhaps thousands, of monarch butterflies feeding in a 10-acre field of flowering radish, planted as a green manure crop, and roosting in the surrounding white pine and cedar. I expect they'll leave ahead of this coming cold front. Near Withee in Clark County, Wisconsin.  As of 9/28, there were still hundreds feeding in this field, but peak numbers occurred on 9/25.",https://journeynorth.org/jnorth/images/userfiles2017/09/1506731798.jpg,2017-09-25,2017,9,September,39
136565,1506731806,2017-09-29,Monarch PEAK Migration,40,37.263,-97.389,"My count was done after 3pm.The wind direction was from the north when I have been watching the Monarch migration. The day I counted the 40 Monarchs I was outside from 12 noon until 6 pm, 6 hours. ",https://journeynorth.org/jnorth/images/userfiles2017/09/1506731806.jpg,2017-09-29,2017,9,September,39
136567,1506731808,2017-09-29,Monarch PEAK Migration,1000,35.332,-82.868,"Two miles north of the Blue Ridge Parkway, in Pisgah National Forest, 1:00-2:00 pm EDT, partly cloudy, 55&deg;-60&deg;, Monarchs feeding below Tennent Mountain on the Graveyard Ridge Trail between Ivestor Gap and the Mountain-to-Sea Trail.",https://journeynorth.org/jnorth/images/userfiles2017/09/1506731808.jpg,2017-09-29,2017,9,September,39
136573,1506731820,2017-09-29,Monarch Fall Roost,850,41.912,-82.51,"Although we were not able to count as many monarchs as other visitors, we did see quite a nice gathering of them tonight.  My son was quite pleased as was I.  After reading all week long about huge numbers moving through northeast of us in Ontario we have been wanting to get to Point Pelee.  There were some visitors who were novices at looking at Monarchs who we were able to assist with finding them. It was great to see more interest.  With a strong North wind all day I thought we would see nothing. First ones we were able to locate were on a tall interior Hackberry tree just to the northeast of the ""Dangerous Current"" sign (200.) The easiest observable and largest one was further south just east of the tip path (600.) Two small groups of about 25 each, not as high up, maybe 2 metres, just west of the East Beach.  I wish I knew more tree names in order to tell you the varieties. Saw a single one on the southeast side of the tip pointed out to us by a former co-worker of mine sitting pretty on a low leaf one metre off the ground. Perfect for even camera phone photographs.  Temperatures overnight forecast down to 11C inland. No tags seen. There were most likely many more as they were not all in one area and the single one is a prime example. The blurry camera phone photograph shows how well they are camouflaged in plain sight.",https://journeynorth.org/jnorth/images/userfiles2017/09/1506731820.jpg,2017-09-29,2017,9,September,39
136574,1506731822,2017-09-29,Monarch Fall Roost,850,41.963,-82.518,An additional photograph.,https://journeynorth.org/jnorth/images/userfiles2017/09/1506731822.jpg,2017-09-29,2017,9,September,39
136584,1506731837,2017-09-29,Monarch PEAK Migration,48,43.159,-79.247,In total I saw 48 monarchs on Sept 29 in different locations in Port Dalhousie(entered on the site in the locations I found them). We had two weeks of unseasonably warm weather (25-30 degrees C) and South winds. Weather finally shifted Wednesday night back to more seasonable temps and North winds. Maybe a bunch migrated across the lake with the North winds. ,,2017-09-29,2017,9,September,39
136587,1506731844,2017-09-30,Monarch Fall Roost,80,39.34,-74.477,I have a tree in my backyard with vines filled with berries and blossoms.The Monarchs have been gathering feeding all day. The volume has been increasing all day. I can't count them all.Beautiful to watch Monarchs everywhere in my yard. ,https://journeynorth.org/jnorth/images/userfiles2017/09/1506731844.jpg,2017-09-30,2017,9,September,39
136606,1506789609,2017-09-30,Monarch PEAK Migration,696,40.628,-73.238,"I watched from 11 AM to 1 PM. Mid sixties, wind from the north at about 10 mph. During the 1st hour, I saw about 500 sometimes too hard to count. During the 2nd hour, the wind picked up and I saw fewer flying and more on the Goldenrod and other plants. This was a new record for me at almost 700.",https://journeynorth.org/jnorth/images/userfiles2017/09/1506789609.jpg,2017-09-30,2017,9,September,39
136619,1506789630,2017-09-29,Monarch PEAK Migration,40,35.451,-83.091,"Along the Blue Ridge Parkway we sighted 40 or more monarchs on wildflowers at various locations in the early afternoon.  First sighting was of 5 (or more) around 2 p.m. at Hornbuckle Valley OL 5,105 feet 67 degrees little wind and sunny.  Others:  3 at Woolyback OL 5,425 feet, 69 degrees at 2:15; 4 at Scott Creek OL, 5,050 feet, 67 degrees at 2:30; 1 at Woodfin Valley OL, 4,120 feet 67 degrees at 2:37; 10 (or more) 1 mile south of View Mt. Lyn Lowry, 67 degrees at 2:45; 3 at View Mt. Lyn Lowry at 2:48; 6 at Roy Taylor Forest OL, 5,580 feet 64 degrees and overcast at 3:35; 8 at Licklog Ridge OL 4,602 feet, 62 degrees cool, overcast, breezy around 4 p.m.  Most were nectaring on asters and goldenrod, and two were seen on Joe Pyes.  They all looked beautiful and fresh!  Exciting!!!!",https://journeynorth.org/jnorth/images/userfiles2017/09/1506789630.jpg,2017-09-29,2017,9,September,39
136622,1506801847,2017-09-29,Monarch PEAK Migration,20,35.399,-83.044,"10 counted flying over. 10 counted nectaring in asters.Double Top Mountain overlook, mm 435",,2017-09-29,2017,9,September,39
136650,1506801891,2017-09-29,Monarch Fall Roost,50,38.94,-74.964,Found the start of a roost at 3:50 pm in Cape May Point (Lincoln &amp; Cape on Fri Sept 29- clusters of 6-8 in pine trees). ,https://journeynorth.org/jnorth/images/userfiles2017/09/1506801891.jpg,2017-09-29,2017,9,September,39
136651,1506801892,2017-09-30,Monarch Fall Roost,200,38.94,-74.964,Nice size roost at the end of the blue trail in Cape May Point State Park- two deciduous trees and several pines. I&rsquo;m not too good with counts but there were many clusters with 20 or more... have short video clips of it forming...,,2017-09-30,2017,9,September,39
136655,1506801897,2017-09-30,Monarch PEAK Migration,3000,38.941,-74.903,"Monarchs were dropping out of the sky all day. Cannot begin to hazard a guess as to how many. In the thousands, I am sure, between yesterday (9/29) and today. Outside gardening all morning, the buddleia was covered with monarchs coming and going (they never do bother with the goldenrod or lantana in the garden here).",,2017-09-30,2017,9,September,39
136667,1506801922,2017-09-30,Monarch PEAK Migration,83,38.384,-98.686,"Nectaring in same alfalfa field in full bloom as earlier from 6:15-7:15 p.m. The monarchs were in better condition, with most exhibiting plump abdomens. Temp. was around 78; wind was from the south at 10 mph.",,2017-09-30,2017,9,September,39
136680,1506801958,2017-09-29,Monarch PEAK Migration,100,35.412,-83.043,"Counted 100 at double top mountain overlook on the BRP, but many kept flying in and lost count. 3 pm",,2017-09-29,2017,9,September,39
136684,1506801968,2017-09-27,Monarch PEAK Migration,2000,42.548,-80.048,"Long Point Bird Observatory:Over 2000 #Monarchs counted at the Tip of Long Point this afternoon. Long Point extends far out from the north shore of Lake Erie, so monarchs will follow it heading south.Forwarded by Carolyn King",,2017-09-27,2017,9,September,39
136687,1506801971,2017-09-28,Monarch Fall Roost,25,35.844,-97.862,Came to roost in tree at dusk.  The wind was from the north and the only nectar is from my flowerbeds.  ,https://journeynorth.org/jnorth/images/userfiles2017/10/1506801971.jpg,2017-09-28,2017,9,September,39
136690,1506801978,2017-09-30,Monarch PEAK Migration,300,40.664,-73.068,"We arrived at 10:45 am on the morning of September 30 at the beach on the Atlantic Ocean side of The Pines on Fire Island barrier island. A steady trickle of monarchs was passing over our deck, two or three every couple minutes. They were buffeted by wind gusts that made for meandering flight paths. There were probably more than I counted because through windows I could only see those that were flying 15 to 25 feet above beach height. But when out on the deck it seemed half of the passing monarchs were trying to get further up to 30 or maybe even 50 feet above land where they seemed to sail along with steady winds moving parallel to the beach toward the Southwest. Rain on Saturday afternoon, between 2 and 3pm, stopped the flow. The morning of October 1 saw a decreased rate of stragglers still following the same route along the island.",https://journeynorth.org/jnorth/images/userfiles2017/10/1506801978.jpg,2017-09-30,2017,9,September,39
136702,1506801993,2017-10-01,Monarch Fall Roost,840,38.937,-74.969,"Went back to the roost (at the end of the blue trail) in Cape May Point State Park at dawn (7 am). They were slow to wake up-it was 50 degrees. Between 8-9 am I counted 840 leaving, however, there were still probably another 3rd to a 4th of the roost # left. I couldn't stay; needed more coffee! This roost was larger than I had noted last eve- across 6 trees, not 4.",,2017-10-01,2017,10,October,39
136712,1506802016,2017-09-27,Monarch PEAK Migration,1500,41.963,-82.518,"Point Pelee National Park Monarchs as per Point Pelee Twitter:Sept. 26 - 0Sept. 27 - 1,500Sept. 28 - 1,500Forwarded by Don Davis",,2017-09-27,2017,9,September,39
136715,1506802020,2017-09-30,Monarch Fall Roost,14,34.291,-98.954,"These Monarchs were in the traditional roost site on the Hackberry Flat Area after dark. Hoping the migration wave will arrive soon!!!Saw roost on September 30 beginning at 6:30 pm- we have several acres of Maximilian Sunflower and annual sunflower within 1/8 mile of roost trees-72-68 degrees-slight wind out of south, Monarchs rooster on north side of trees -no photoHope to report most nights this week",,2017-09-30,2017,9,September,39
136721,1506802031,2017-09-27,Monarch PEAK Migration,104,43.983,-83.959,"Constant stream of monarchs all day along Lake Huron shoreline. Saw 35 in one hour midday.The wind is out of the northwest. Our house is situated on a canal in a marshy area along the coastline of Lake Huron in Saginaw Bay. All day, the monarchs were flying over the marshy area in the photo, across the canal, and over toward Lake Huron, following essentially the same flight path. No blooming flowers in the vicinity. They were strictly in flying mode, often fairly high, probably riding the wind currents, and weren't dallying around looking for food.We are still seeing some monarchs today (9/28) but not nearly as many as yesterday (9/27).",https://journeynorth.org/jnorth/images/userfiles2017/10/1506802031.jpg,2017-09-27,2017,9,September,39
136749,1506802076,2017-10-01,Monarch PEAK Migration,54,41.296,-72.575,Hammonasset State ParkLast week over 50 were tagged here at the park,,2017-10-01,2017,10,October,39
136770,1506802102,2017-10-01,Monarch PEAK Migration,149,40.63,-73.235,"between 12:30 and 3:300clear blue sky, wind from the NW at about 5. about half that a saw were on Golden Rod. much less activity then the past two days",,2017-10-01,2017,10,October,39
136773,1506802105,2017-10-01,Monarch PEAK Migration,151,43.822,-79.009,"I walked 3.6km in easterly direction along the lakeshore (against the general direction of the Monarchs). Temperature recovery today after a chilly week (it was 15Celcius and rising with SW winds). Goldenrod is almost spent, but plenty of Asters available, as well as thistles and an assortment of other blossoms.One lone individual soared south out over the lake on air currents. Late migrants still moving through...I spotted one north of this area, flying over the intersection of Taunton Rd. and Westney Rd.",https://journeynorth.org/jnorth/images/userfiles2017/10/1506802105.jpg,2017-10-01,2017,10,October,39
136783,1506802125,2017-10-01,Monarch PEAK Migration,100,43.058,-70.752,"Must have had 100 migrating monarchs pass thru my yard today.So exciting to see them.  Ten years ago I saw thousands migrating along the NH coastline, but I have never seen that many in my yard.About 2-5 at a time on the dahlia patchs.They must be having a successful yearand so might make a come back.Hope they survive the winter.The painted lady butterflies where migrating with them.They did not care if I was right next to them.They just wanted to get to my red dahlias for feeding.The bees and monarchs and painted ladies were competing over the dahlias.They did not care about me or my camera at all. Just on their mission to eat and go.They came from the north and over the trees in the back yard.I saw a couple drop from the sky like a leaf to the lawn to save energy and get up and fly to the flowers.They were in good shape, a few little scratches on wings and one has a hole in her wing, but didn&rsquo;t effect her flight.As the sun was going down, the shadow from the house was on half of the dahlias, so they mainly stayed on the sunny flowers.Must taste better warmed by the sunplus they fly better when they are warm (not under 50 degrees)and then numbers went down to 1 or 2and then one sunned himself on a maple tree leaf andfinally they must have gone to roost in a tree some place.They will probably be back for the next week.",https://journeynorth.org/jnorth/images/userfiles2017/10/1506802125.jpg,2017-10-01,2017,10,October,39
136803,1506802165,2017-09-30,Monarch PEAK Migration,16,40.723,-73.081,"Butterflies landed on goldenrods and daisies. After the rainstorm, only a few left. ",https://journeynorth.org/jnorth/images/userfiles2017/10/1506802165.jpg,2017-09-30,2017,9,September,39
136804,1506802166,2017-10-01,Monarch Fall Roost,50,33.886,-98.528,Monarchs are starting to come in to roost.  Mixed in with Monarchs are Painted Ladies and some Red Admirals.  I think tomorrow night will be more.   Temp. At 7:00pm was 80 def.  wind 12mph SE,https://journeynorth.org/jnorth/images/userfiles2017/10/1506802166.jpg,2017-10-01,2017,10,October,39
136820,1506802186,2017-09-23,Monarch Fall Roost,70,38.16,-98.448,There were SO MANY Monarchs. More than I've ever seen together at one time. I can only give a guesstimate of how many there were. ,https://journeynorth.org/jnorth/images/userfiles2017/10/1506802186.jpg,2017-09-23,2017,9,September,38
136831,1506802205,2017-09-30,Monarch PEAK Migration,5000,38.939,-74.942,"Wow! What a weekend in Cape May. This has been the biggest year since 2012. We saw an influx of migrating monarchs on Friday and Saturday, September 29 and 30th, with a departure of most monarchs on Sunday morning Oct. 1st.   On Friday (9/29) they covered the goldenrod in the dunes like orange ornaments, fueling up. Most every Goldenrod plant was covered along with English Ivy blooming in gardens. We had roosts all over the Point - 500 here, 300 there, 100's in little clumps... Saturday (9/30) was very windy so they stayed in roosts or hunkered down on English Ivy flowers in sheltered areas nectaring. Our driving census for Saturday was 279 per hour. A point count in the dunes was up to over 700 per hour.  On Sunday (10/1) they lifted off on a nice easy wind across the Bay, at a rate of 80- 100 per minute.We also heard the East Coast of NJ was filled with them. People seeing them from Sandy Hook, up near NYC, all the way down. We&rsquo;ll see what happens here next!<iframe width=""400"" height=""235"" src=""https://www.youtube.com/embed/dJy6LR8pI_8?rel=0&amp;amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",https://journeynorth.org/jnorth/images/userfiles2017/10/1506802205.jpg,2017-09-30,2017,9,September,39
136832,1506802207,2017-09-30,Monarch Fall Roost,1500,38.937,-74.965,"Cape May Point had many Monarch roosts this past weekend.  One roost had over 500 in the Point while another had over 1,000 or more spread out along the cedar trees in the State Park.  Sunday morning (10/1 ) was a huge departure morning for most of the monarchs.<iframe width=""400"" height=""235"" src=""https://www.youtube.com/embed/I0Y_XQ1KAi0?rel=0&amp;amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",https://journeynorth.org/jnorth/images/userfiles2017/10/1506802207.jpg,2017-09-30,2017,9,September,39
136838,1506802215,2017-10-01,Monarch Fall Roost,22,34.291,-98.953,"Started arriving into roost site about 6:30 pm and were finished by 7:45 pm.  Temperature at the roost at sunset was 73 degrees, temperature at dawn was 63 degrees (Oct 2).  Wind was out of the SE at 9-12 mph.  Monarchs settled into roost on north side of trees.",,2017-10-01,2017,10,October,39
136847,1506949006,2017-09-29,Monarch PEAK Migration,60,35.718,-82.28,"On 29 Sep. 2017 -- scores of fresh-looking monarchs ""nectaring"" on blue asters at entrance to the road up Mt. Mitchel (NC) from intersection of Blue Ridge Parkway. ",,2017-09-29,2017,9,September,39
136850,1506954672,2017-10-01,Monarch PEAK Migration,100,39.557,-95.249,I've tagged 35 Monarchs at this location over the last couple of days. They showed up 4-5 days ago once the hot weather broke and the winds turned back to the northeast. Now they're hung in this area with the strong winds out of the southwest that we've experienced over last couple of days.,,2017-10-01,2017,10,October,39
136902,1506961862,2017-10-01,Monarch PEAK Migration,291,43.984,-77.739,Monarch update for Presqu'ile Provincial Park - Oct 1 2017. Found a total of 291 Monarchs including 107 on Gull Island. Bull Thistle blossoms are getting scarce so they are resorting to whatever they can find including: mint and I think Pale Smartweed which is abundant now.Forwarded by Don Davis,,2017-10-01,2017,10,October,39
136924,1506961889,2017-09-28,Monarch Fall Roost,1,36.266,-98.487,I have seen sightings the last few years . This year I have them in 4 of my trees in the back yard . ,https://journeynorth.org/jnorth/images/userfiles2017/10/1506961889.jpg,2017-09-28,2017,9,September,39
136936,1506961925,2017-10-02,Monarch PEAK Migration,30,40.628,-73.24,"clear blue sky in the high 60s, light wind from the NE",,2017-10-02,2017,10,October,40
136956,1506961972,2017-09-29,Monarch PEAK Migration,100,40.192,-74.017,"Fall migration landing on the beach in NJMonarchs were flying from the ocean east toward land. Some were landing on the sand. We were there from about 11 am to 5 pm. About 25% were struggling. The winds were SE in the am shifting from the West in the afternoon.The weather was partly cloudy till late afternoon becoming clear and sunny. Temps were in the high 60s. Seems that the ones that were struggling were the ones glad to be in the sand resting. I wasn&rsquo;t aware they liked salt, I thought they were looking for water.",https://journeynorth.org/jnorth/images/userfiles2017/10/1506961972.jpg,2017-09-29,2017,9,September,39
136972,1506983008,2017-10-02,Monarch Fall Roost,20,32.945,-99.803,More than last Saturday night here this morning. Beginning to fly about 8:45am after roost in hackberries and mesquites. ,,2017-10-02,2017,10,October,40
136999,1506983074,2017-09-29,Monarch Fall Roost,12,41.546,-99.328,Roost in cedar trees ,,2017-09-29,2017,9,September,39
